"","X0","cluster","cells","cellnames"
"317",0,5,"RHC3546__Tcell__.C6E879","RHC5643__Epithelial__.2749FE"
"318",0,7,"RHC3546__Tcell__.C6E879","RHC5644__Epithelial__.2749FE"
"319",0,6,"RHC3546__Tcell__.C6E879","RHC5646__Tcell__.C6E879"
"320",0,4,"RHC3546__Tcell__.C6E879","RHC5647__Epithelial__.2749FE"
"321",0,4,"RHC3546__Tcell__.C6E879","RHC5658__Epithelial__.2749FE"
"322",0,4,"RHC3546__Tcell__.C6E879","RHC5665__Epithelial__.2749FE"
"323",0,1,"RHC3546__Tcell__.C6E879","RHC5666__Bcell__.7DEA7B"
"324",0,7,"RHC3546__Tcell__.C6E879","RHC5698__Epithelial__.2749FE"
"325",0,6,"RHC3546__Tcell__.C6E879","RHC5699__Tcell__.C6E879"
"326",0,5,"RHC3546__Tcell__.C6E879","RHC5701__Epithelial__.2749FE"
"327",0,6,"RHC3546__Tcell__.C6E879","RHC5702__Tcell__.C6E879"
"328",0,1,"RHC3546__Tcell__.C6E879","RHC5704__Epithelial__.2749FE"
"329",0,5,"RHC3546__Tcell__.C6E879","RHC5707__Epithelial__.2749FE"
"330",0,1,"RHC3546__Tcell__.C6E879","RHC5710__Epithelial__.2749FE"
"331",0,5,"RHC3546__Tcell__.C6E879","RHC5711__Bcell__.7DEA7B"
"332",0,3,"RHC3546__Tcell__.C6E879","RHC5714__Epithelial__.2749FE"
"333",0,3,"RHC3546__Tcell__.C6E879","RHC5716__Epithelial__.2749FE"
"334",0,7,"RHC3546__Tcell__.C6E879","RHC5718__Tcell__.C6E879"
"335",0,4,"RHC3546__Tcell__.C6E879","RHC5761__NA__grey"
"336",0,1,"RHC3546__Tcell__.C6E879","RHC5764__Epithelial__.2749FE"
"337",0,1,"RHC3546__Tcell__.C6E879","RHC5765__Epithelial__.2749FE"
"338",0,4,"RHC3546__Tcell__.C6E879","RHC5768__Epithelial__.2749FE"
"339",0,4,"RHC3546__Tcell__.C6E879","RHC5783__Epithelial__.2749FE"
"340",0,4,"RHC3546__Tcell__.C6E879","RHC5785__NA__grey"
"341",0,7,"RHC3546__Tcell__.C6E879","RHC5790__Epithelial__.2749FE"
"342",0,4,"RHC3546__Tcell__.C6E879","RHC5801__Tcell__.C6E879"
"343",0,1,"RHC3546__Tcell__.C6E879","RHC5808__Epithelial__.2749FE"
"344",0,6,"RHC3546__Tcell__.C6E879","RHC5810__Tcell__.C6E879"
"345",0,2,"RHC3546__Tcell__.C6E879","RHC5811__Macrophage__.FFFF55"
"346",0,4,"RHC3546__Tcell__.C6E879","RHC5814__Tcell__.C6E879"
"347",0,4,"RHC3546__Tcell__.C6E879","RHC5815__Epithelial__.2749FE"
"348",0,1,"RHC3546__Tcell__.C6E879","RHC5816__Epithelial__.2749FE"
"349",0,6,"RHC3546__Tcell__.C6E879","RHC5827__Tcell__.C6E879"
"350",0,1,"RHC3546__Tcell__.C6E879","RHC5831__Epithelial__.2749FE"
"351",0,1,"RHC3546__Tcell__.C6E879","RHC5834__Macrophage__.FFFF55"
"352",0,7,"RHC3546__Tcell__.C6E879","RHC5840__Epithelial__.2749FE"
"353",0,1,"RHC3546__Tcell__.C6E879","RHC5844__NA__grey"
"354",0,4,"RHC3546__Tcell__.C6E879","RHC5879__Epithelial__.2749FE"
"355",0,5,"RHC3546__Tcell__.C6E879","RHC5892__Endothelial__.908DE5"
"356",0,5,"RHC3546__Tcell__.C6E879","RHC5896__Epithelial__.2749FE"
"357",0,3,"RHC3546__Tcell__.C6E879","RHC5899__Fibroblast__.FB4E09"
"358",0,4,"RHC3546__Tcell__.C6E879","RHC5906__Epithelial__.2749FE"
"359",0,4,"RHC3546__Tcell__.C6E879","RHC5908__Epithelial__.2749FE"
"360",0,6,"RHC3546__Tcell__.C6E879","RHC5910__Tcell__.C6E879"
"361",0,4,"RHC3546__Tcell__.C6E879","RHC5914__NA__grey"
"362",0,1,"RHC3546__Tcell__.C6E879","RHC5918__NA__grey"
"363",0,6,"RHC3546__Tcell__.C6E879","RHC5930__Tcell__.C6E879"
"364",0,6,"RHC3546__Tcell__.C6E879","RHC5967__Tcell__.C6E879"
"365",0,6,"RHC3546__Tcell__.C6E879","RHC5982__Tcell__.C6E879"
"366",0,3,"RHC3546__Tcell__.C6E879","RHC5991__Fibroblast__.FB4E09"
"367",0,6,"RHC3546__Tcell__.C6E879","RHC5995__Tcell__.C6E879"
"368",0,2,"RHC3546__Tcell__.C6E879","RHC5999__Macrophage__.FFFF55"
"369",0,6,"RHC3546__Tcell__.C6E879","RHC6004__Tcell__.C6E879"
"370",0,6,"RHC3546__Tcell__.C6E879","RHC6010__Tcell__.C6E879"
"371",0,1,"RHC3546__Tcell__.C6E879","RHC6022__Tcell__.C6E879"
"372",0,3,"RHC3546__Tcell__.C6E879","RHC6030__Fibroblast__.FB4E09"
"373",0,2,"RHC3546__Tcell__.C6E879","RHC6033__Macrophage__.FFFF55"
"374",0,6,"RHC3546__Tcell__.C6E879","RHC6039__Tcell__.C6E879"
"375",0,2,"RHC3546__Tcell__.C6E879","RHC6041__Macrophage__.FFFF55"
